movie_index,genres,homepage,keywords,overview,production_year,title,director,writer,actors,poster,ratings
2995,Action Adventure Science Fiction,,arena sandstorm dystopia oasis sequel,"Mad Max becomes a pawn in a decadent oasis of a technological society, and when exiled, becomes the deliverer of a colony of children.",1985,Mad Max Beyond Thunderdome,"George Miller, George Ogilvie","Terry Hayes, George Miller","Mel Gibson, Bruce Spence, Adam Cockburn, Tina Turner",https://m.media-amazon.com/images/M/MV5BMmI4YWEyNTItZTFiMS00YzY4LWE2ZjYtNGRlNmZhNjRmOWVkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '71/100'}]"
2996,Action Adventure Thriller,,kidnapping lone wolf daughter father rescue mission,"John Matrix, the former leader of a special commando strike force that always got the toughest jobs done, is forced back into action when his young daughter is kidnapped. To find her, Matrix has to fight his way through an array of punks, killers, one of his former commandos, and a fully equipped private army. With the help of a feisty stewardess and an old friend, Matrix has only a few hours to overcome his greatest challenge: finding his daughter before she's killed.",1985,Commando,Mark L. Lester,"Jeph Loeb (story), Matthew Weisman (story), Steven E. de Souza (story), Steven E. de Souza (screenplay)","Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya, Vernon Wells",https://m.media-amazon.com/images/M/MV5BZWE0ZjFhYjItMzI5MC00MDllLWE4OGMtMzlhNGQzN2RjN2MwXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '51/100'}]"
2997,Horror Mystery Thriller,http://theboymovie.tumblr.com/,suicide england fire country house shower,"A nanny, working for a family whose son has just passed away, finds herself put in charge of caring for a lifelike doll that the couple treat as a real child.",2016,The Boy,William Brent Bell,Stacey Menear,"Lauren Cohan, Rupert Evans, James Russell, Jim Norton",https://m.media-amazon.com/images/M/MV5BMTc1MjcxNzcwMV5BMl5BanBnXkFtZTgwMTE0NTE2NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '42/100'}]"
2998,Horror Mystery Thriller,http://www.thenightchronicles.com/devil/,claustrophobia trapped in an elevator,A group of people trapped in a elevator realizes that the devil is among them.,2010,Devil,John Erick Dowdle,"Brian Nelson (screenplay), M. Night Shyamalan (story)","Chris Messina, Logan Marshall-Green, Jenny O'Hara, Bojana Novakovic",https://m.media-amazon.com/images/M/MV5BZDVmZGExMTEtNjk5OS00MTFkLWI0ZDMtNzg4YWFmNGY3NjRkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '44/100'}]"
2999,Comedy,,guard shopping mall thief drug,Craig and Day Day have finally moved out of their parents houses and into their own crib. The cousins work nights at a local mall as security guards. When their house is robbed on Christmas Eve they team up to track him down.,2002,Friday After Next,Marcus Raboy,"Ice Cube (characters), DJ Pooh (characters), Ice Cube","Ice Cube, Mike Epps, John Witherspoon, Don 'D.C.' Curry",https://m.media-amazon.com/images/M/MV5BMTE5NTI3OTYyN15BMl5BanBnXkFtZTYwNjUxNTg2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '35/100'}]"
3000,Drama Horror Thriller,,sequel,"A twisted new tale of terror begins for a teenage girl and her family, predating the haunting of the Lambert family in the earlier movies and revealing more mysteries of the otherworldly realm The Further.",2015,Insidious: Chapter 3,Leigh Whannell,"Leigh Whannell, Leigh Whannell (characters)","Dermot Mulroney, Stefanie Scott, Angus Sampson, Leigh Whannell",https://m.media-amazon.com/images/M/MV5BMTUwNDU4NjE1N15BMl5BanBnXkFtZTgwOTc0MzA5NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '52/100'}]"
3001,Action Adventure Comedy,,martial arts pizzeria limousine music,"A young man searches for the ""master"" to obtain the final level of martial arts mastery known as the glow. Along the way he must fight an evil martial arts expert and rescue a beautiful singer from an obsessed music promoter.",1985,The Last Dragon,Michael Schultz,Louis Venosta,"Taimak, Vanity, Christopher Murney, Julius Carry",https://m.media-amazon.com/images/M/MV5BMjlkNDA2NTQtYzNlOS00YmY1LTk5YzEtMWVhYTY0ZDI0ZDIxXkEyXkFqcGdeQXVyNjEwMTA0NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}]"
3002,Horror Thriller Science Fiction,,dream chimp manipulation botanist virtual reality,A simple man is turned into a genius through the application of computer science.,1992,The Lawnmower Man,Brett Leonard,"Stephen King (title only), Brett Leonard (screenplay), Gimel Everett (screenplay)","Jeff Fahey, Pierce Brosnan, Jenny Wright, Mark Bringelson",https://m.media-amazon.com/images/M/MV5BYWZhODdkMTEtMzBmNy00NzU5LWIzYjMtYTkwNWE3YTRjOTZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '42/100'}]"
3003,Comedy Music Romance,,concert teenager one night based on young adult novel secret location,"Nick cannot stop obsessing over his ex-girlfriend, Tris, until Tris' friend Norah suddenly shows interest in him at a club. Thus beings an odd night filled with ups and downs as the two keep running into Tris and her new boyfriend while searching for Norah's drunken friend, Caroline, with help from Nick's band mates. As the night winds down, the two have to figure out what they want from each other.",2008,Nick and Norah's Infinite Playlist,Peter Sollett,"Lorene Scafaria (screenplay), Rachel Cohn (novel), David Levithan (novel)","Michael Cera, Kat Dennings, Aaron Yoo, Rafi Gavron",https://m.media-amazon.com/images/M/MV5BOTY2MjI4ODI4Nl5BMl5BanBnXkFtZTcwNTMyNjM4MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '64/100'}]"
3004,Fantasy Comedy Adventure,http://www.dogma-movie.com/,angel wisconsin church service church aftercreditsstinger,"The latest battle in the eternal war between Good and Evil has come to New Jersey in the late, late 20th Century. Angels, demons, apostles and prophets (of a sort) walk among the cynics and innocents of America and duke it out for the fate of humankind.",1999,Dogma,Kevin Smith,Kevin Smith,"Bud Cort, Barret Hackney, Jared Pfennigwerth, Kitao Sakurai",https://m.media-amazon.com/images/M/MV5BYzAyOWUyZjQtNDBiMy00ZDExLTgwNmMtZDdmY2ViNzkyN2Y0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '62/100'}]"
3005,Comedy Drama,,tattoo rock star groupie past family,"In the late '60s, the self-proclaimed belles of the rock 'n' roll ball, rocked the worlds of every music legend whose pants they could take off -- and they have the pictures to prove it. But it's been more than two decades since the Banger Sisters earned their nickname -- or even laid eyes on each other. Their reunion is the collision of two women's worlds; one who's living in the past, and one who's hiding from it. Together they learn to live in the moment.",2002,The Banger Sisters,Bob Dolman,Bob Dolman,"Goldie Hawn, Susan Sarandon, Geoffrey Rush, Erika Christensen",https://m.media-amazon.com/images/M/MV5BZjA1OTQxNGEtNTRjNi00MWIwLWEyZGYtNGRjOGEwNzE5OWU2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '48/100'}]"
3006,Drama Fantasy Horror Science Fiction Thriller,,nazis anthology remake twilight zone,"Four directors collaborated to remake four episodes of the popular television series 'The Twilight Zone' for this movie. The episodes are updated slightly and in color (the television show was in black-and-white), but very true to the originals, where eerie and disturbing situations gradually spin out of control. ""A Quality of Mercy"", ""Kick the Can"", ""It's a Good Life"", and ""Nightmare at 20,000 Feet"".",1983,Twilight Zone: The Movie,"Joe Dante, John Landis, George Miller, Steven Spielberg","John Landis, George Clayton Johnson (screenplay by), Richard Matheson (screenplay by), Melissa Mathison (screenplay by), George Clayton Johnson (story by), Richard Matheson (screenplay by), Jerome Bixby (based on a story by), Richard Matheson (based on a story by), Rod Serling (inspired by ""The Twilight Zone"" created by)","Dan Aykroyd, Albert Brooks, Vic Morrow, Doug McGrath",https://m.media-amazon.com/images/M/MV5BYjQ2NzgzYjEtMzAxNy00MzhkLWE5ZTUtZDA1ODY3MTBjOTRiXkEyXkFqcGdeQXVyNTAyNDQ2NjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '44/100'}]"
3007,Action Thriller,,new love protection money nightclub rausschmei\u00dfer revenge,"The Double Deuce is the meanest, loudest and rowdiest bar south of the Mason-Dixon Line, and Dalton (Patrick Swayze) has been hired to clean it up. He might not look like much, but the Ph.D.-educated bouncer proves he's more than capable -- busting the heads of troublemakers and turning the roadhouse into a jumping hot-spot. But Dalton's romance with the gorgeous Dr. Clay (Kelly Lynch) puts him on the bad side of cutthroat local big shot Brad Wesley (Ben Gazzara).",1989,Road House,Rowdy Herrington,"R. Lance Hill (story), R. Lance Hill (screenplay), Hilary Henkin (screenplay)","Patrick Swayze, Kelly Lynch, Sam Elliott, Ben Gazzara",https://m.media-amazon.com/images/M/MV5BMTU1MTE2Mjk2OF5BMl5BanBnXkFtZTcwMTUzNjYzNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '36/100'}]"
3008,Action Comedy Crime,,fbi drug crime violence drug private detective,"A black detective becomes embroiled in a web of danger while searching for a fortune in missing drug money. During the course of his investigation, he encounters various old connections, ultimately confronting the criminal responsible for Shame's expulsion from the force. He must also deal with two women, Angela, a beautiful old flame, and Peaches, his energetic but annoying sidekick.",1994,A Low Down Dirty Shame,Keenen Ivory Wayans,Keenen Ivory Wayans,"Keenen Ivory Wayans, Charles S. Dutton, Jada Pinkett Smith, Salli Richardson-Whitfield",https://m.media-amazon.com/images/M/MV5BMmE2Y2FmNmEtNzc5OC00OTUyLThlY2QtODQ4NTI4OTJhMzAwXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]"
3009,Drama Thriller,http://swimfan.film.ru/,competition coma infidelity obsession bathing,"Ben Cronin has it all: the admiration of his many friends, a terrific girlfriend, and he's on the fast-track to an athletic scholarship. Ben's rock-solid, promising future and romance are turned upside-down with the arrival of Madison Bell. Madison, the new girl in town, quickly sets her sights on the impressionable Ben. While their first few meetings are innocent enough, the obsessive and seductive Madison wants more ... much more.",2002,Swimfan,John Polson,"Charles F. Bohl, Phillip Schneider","Jesse Bradford, Erika Christensen, Shiri Appleby, Kate Burton",https://m.media-amazon.com/images/M/MV5BM2RmZjY1MTItNGM1ZC00NzhlLWI2MjEtYjY1ZjI1M2NiZTg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '29/100'}]"
3010,Comedy Romance,,salesclerk midlife crisis prenzlauer berg vulgar slacker,"When he hears that the new female employee digs ambitious men who are the store employee of the month, a slacker gets his act together but finds himself in competition with his rival, an ambitious co-worker.",2006,Employee of the Month,Greg Coolidge,"Don Calame (screenplay), Chris Conroy (screenplay), Greg Coolidge (screenplay), Don Calame (story), Chris Conroy (story)","Dane Cook, Jessica Simpson, Dax Shepard, Andy Dick",https://m.media-amazon.com/images/M/MV5BMTc4NTc2NDI5OF5BMl5BanBnXkFtZTcwMDQ4NzYzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '36/100'}]"
3011,Comedy Drama Romance,,alcohol regret homophobia radio cheerleader,"It's graduation day at Huntington Hills High, and you know what that means - time to party. And not just any party, either. This one will be a night to remember, as the nerds become studs, the jocks are humiliated, and freshman crushes blossom into grown-up romance.",1998,Can't Hardly Wait,"Harry Elfont, Deborah Kaplan","Deborah Kaplan, Harry Elfont","Jennifer Love Hewitt, Ethan Embry, Charlie Korsmo, Lauren Ambrose",https://m.media-amazon.com/images/M/MV5BZGY5NDIwNWMtN2IxZC00ODYxLWI1ZjgtOTQ4ZjhlYzMyZGEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '52/100'}]"
3012,Crime Drama,,street gang children's home coming of age gang juvenile delinquent,"When two poor greasers, Johnny, and Ponyboy are assaulted by a vicious gang, the socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",1983,The Outsiders,Francis Ford Coppola,"Kathleen Rowell (screenplay), S.E. Hinton (novel)","C. Thomas Howell, Matt Dillon, Ralph Macchio, Patrick Swayze",https://m.media-amazon.com/images/M/MV5BY2E4Njk4N2UtZWFhOS00NzczLWFmNDgtMzdhMjFlNTZjMmVhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '41/100'}]"
3013,Adventure Family Fantasy,http://movies.disney.com/petes-dragon-2016,feral child remake dragon orphan 1980s,"Pete is a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, forest ranger Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon.",2016,Pete's Dragon,David Lowery,"David Lowery (screenplay by), Toby Halbrooks (screenplay by), Malcolm Marmorstein (based on a screenplay by), Seton I. Miller (based on a story by), S.S. Field (based on a story by)","Bryce Dallas Howard, Robert Redford, Oakes Fegley, Oona Laurence",https://m.media-amazon.com/images/M/MV5BMjA4NDYxNzYzOF5BMl5BanBnXkFtZTgwNzU1NzcwODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '71/100'}]"
3014,Horror Science Fiction Thriller,,coma sheriff based on novel sacrifice suspense,"Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact.",1983,The Dead Zone,David Cronenberg,"Jeffrey Boam (screenplay), Stephen King (novel)","Christopher Walken, Brooke Adams, Tom Skerritt, Herbert Lom",https://m.media-amazon.com/images/M/MV5BMDk2ZGVkY2UtZGE0MS00NTY1LThiZjYtYjQxMTAwMjM5M2VlXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '69/100'}]"
3015,Horror,http://www.sinistermovie.com/,haunted house sequel twins,A young mother and her twin sons move into a rural house that's marked for death.,2015,Sinister 2,Ciarán Foy,"Scott Derrickson, C. Robert Cargill, Scott Derrickson (based on characters created by), C. Robert Cargill (based on characters created by)","James Ransone, Shannyn Sossamon, Robert Daniel Sloan, Dartanian Sloan",https://m.media-amazon.com/images/M/MV5BMjM3MTQ5NjA0OV5BMl5BanBnXkFtZTgwMzg2OTYyNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '32/100'}]"
3016,Drama Music,,soong sisters duringcreditsstinger,"Musical prodigy, Sparkle (Jordin Sparks) struggles to become a star while overcoming issues that are tearing her family apart. From an affluent Detroit area and daughter to a single mother (Whitney Houston), she tries to balance a new romance with music manager Stix (Derek Luke) while dealing with the unexpected challenges her new life will bring as she and her two sisters (Carmen Ejogo and Tika Sumpter) strive to become a dynamic singing group during the Motown-era.",2012,Sparkle,Salim Akil,"Mara Brock Akil (screenplay), Joel Schumacher (story), Howard Rosenman (story)","Jordin Sparks Thomas, Whitney Houston, Derek Luke, Mike Epps",https://m.media-amazon.com/images/M/MV5BMTY4MTAzOTU2OF5BMl5BanBnXkFtZTcwOTA1NTI3Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '54/100'}]"
3017,Horror Thriller,,mobbing success violence against women revenge serial killer,Five friends are stalked and murdered by a masked assailant while preparing for Valentine's Day.,2001,Valentine,Jamie Blanks,"Tom Savage (novel), Donna Powers (screenplay), Wayne Powers (screenplay), Gretchen J. Berg (screenplay), Aaron Harberts (screenplay)","Denise Richards, David Boreanaz, Marley Shelton, Jessica Capshaw",https://m.media-amazon.com/images/M/MV5BZWQxM2JjNTktYWE4Ni00YmZiLWFlNDEtMWYzMmI4N2NhYjk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '18/100'}]"
3018,Mystery Science Fiction Thriller,http://www.thefourthkind.net/,brother sister relationship wheelchair hypnosis investigation cover-up,"Since the 1960s, a disproportionate number of the population in and around Nome, Alaska, have gone missing. Despite FBI investigations, the disappearances remain a mystery. Dr. Abigail Tyler, a psychologist, may be on the verge of blowing the unsolved cases wide open when, during the course of treating her patients, she finds evidence of alien abductions.",2009,The Fourth Kind,Olatunde Osunsanmi,"Olatunde Osunsanmi (screenplay), Olatunde Osunsanmi (story), Terry Robbins (story)","Milla Jovovich, Will Patton, Hakeem Kae-Kazim, Corey Johnson",https://m.media-amazon.com/images/M/MV5BMTY2OTM0NDEyM15BMl5BanBnXkFtZTcwNTAzMDY4Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '34/100'}]"
3019,Drama Comedy Music,,usa country music commercial radio presenter radio transmission,"A look at what goes on backstage during the last broadcast of America's most celebrated radio show, where singing cowboys Dusty and Lefty, a country music siren, and a host of others hold court",2006,A Prairie Home Companion,Robert Altman,"Garrison Keillor (screenplay), Garrison Keillor (story), Ken LaZebnik (story)","Marylouise Burke, Woody Harrelson, L.Q. Jones, Tommy Lee Jones",https://m.media-amazon.com/images/M/MV5BMTYwOTgzMTA3NF5BMl5BanBnXkFtZTcwMjYxMDMzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '75/100'}]"
3020,Drama Action Thriller,http://en.wikipedia.org/wiki/Sugar_Hill_(1994_film),,"Sugar Hill is a 1994 American crime-drama/neo-noir film starring Wesley Snipes and Michael Wright as brothers Roemello and Raynathan Skuggs. The film focuses on the two brothers, who are major drug dealers in the Harlem neighborhood of New York City.",1993,Sugar Hill,Leon Ichaso,Barry Michael Cooper,"Wesley Snipes, Khandi Alexander, DeVaughn Nixon, Marquise Wilson",https://m.media-amazon.com/images/M/MV5BYzg0M2E2NjUtOTY3YS00MGQ2LWFmZDEtOTkwNmI2MmI2YjMwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]"
3021,Action Thriller,,,A one-man army comes to the rescue of the United States when a spy attempts an invasion.,1985,Invasion U.S.A.,Joseph Zito,"James Bruner (screenplay), Chuck Norris (screenplay), Aaron Norris (story), James Bruner (story)","Chuck Norris, Richard Lynch, Melissa Prophet, Alexander Zale",https://m.media-amazon.com/images/M/MV5BNGZkMmYzMTAtNzllYy00NzU3LWJiNzktNzdjZGU3OWM3ZmU5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '29/100'}]"
3022,Comedy Drama Family,,,"From Wikipedia, the free encyclopedia. Roll Bounce is a 2005 American comedy-drama film written by Norman Vance Jr. and directed by Malcolm D. Lee. The film stars hip hop artist Bow Wow as the leader of a roller skating crew in 1970s Chicago. The film also stars Nick Cannon, Meagan Good, Brandon T. Jackson, Wesley Jonathan, Chi McBride, Kellita Smith, and Jurnee Smollett. Description above from the Wikipedia article Roll Bounce, licensed under CC-BY-SA, full list of contributors on Wikipedia.",2005,Roll Bounce,Malcolm D. Lee,Norman Vance Jr.,"Shad Moss, Chi McBride, Meagan Good, Wesley Jonathan",https://m.media-amazon.com/images/M/MV5BMTI2NTA4NjIwNl5BMl5BanBnXkFtZTYwNDQ3MzI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Metacritic', 'Value': '59/100'}]"
3023,Comedy Drama,,private school lone wolf theatre play theatre group theatre director,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",1998,Rushmore,Wes Anderson,"Wes Anderson, Owen Wilson","Jason Schwartzman, Bill Murray, Olivia Williams, Seymour Cassel",https://m.media-amazon.com/images/M/MV5BMjE2OTc3OTk2M15BMl5BanBnXkFtZTgwMjg2NjIyMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '86/100'}]"
3024,Science Fiction,,missile light transformation low-budget alien,"When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them.",2010,Skyline,"Colin Strause, Greg Strause","Joshua Cordes, Liam O'Donnell","Eric Balfour, Scottie Thompson, Brittany Daniel, Crystal Reed",https://m.media-amazon.com/images/M/MV5BMjAwNDkwOTc5M15BMl5BanBnXkFtZTcwMTE2MTMwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '26/100'}]"
3025,Drama Comedy,,india retirement home,As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.,2015,The Second Best Exotic Marigold Hotel,John Madden,"Ol Parker (screenplay by), Ol Parker (screen story by), John Madden (screen story by)","Dev Patel, Maggie Smith, Danny Mahoney, David Strathairn",https://m.media-amazon.com/images/M/MV5BMTU3MjkxNjc0OV5BMl5BanBnXkFtZTgwMjc0NDg0NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '51/100'}]"
3026,Comedy Drama Family,http://www.americangirl.com/movie/,cincinnati woman director,"The Great Depression hits home for nine year old Kit Kittredge when her dad loses his business and leaves to find work. Oscar nominee Abigail Breslin stars as Kit, leading a splendid cast in the first ever ""American Girl"" theatrical movie. In order to keep their home, Kit and her mother must take in boarders - paying house - guests who turn out to be full of fascinating stories. When mother's lockbox containing all their money is stolen, Kit's new hobo friend Will is the prime suspect. Kit refuses to believe that Will would steal, and her efforts to sniff out the real story get her and friends into big trouble. The police say the robbery was an inside job, committed by someone they know. So if it wasn't Will, then who did it.",2008,Kit Kittredge: An American Girl,Patricia Rozema,"Ann Peacock, Valerie Tripp (Kit Kittredge stories)","Abigail Breslin, Julia Ormond, Chris O'Donnell, Jane Krakowski",https://m.media-amazon.com/images/M/MV5BMTIxOTExNTU2OF5BMl5BanBnXkFtZTcwMDAwODU2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '63/100'}]"
3027,Comedy Drama Family Romance,http://www.watchvideoseries.com/movies/the-perfect-man-2005/,mother man-woman relation single matchmaking single mother,"Holly is tired of moving every time her mom Jean breaks up with yet another second-rate guy. To distract her mother from her latest bad choice, Holly conceives the perfect plan for the perfect man, an imaginary secret admirer who will romance Jean and boost her self-esteem.",2005,The Perfect Man,Mark Rosman,"Michael McQuown (story), Heather Robinson (story), Katie Torpey (story), Gina Wendkos (screenplay)","Hilary Duff, Heather Locklear, Chris Noth, Mike O'Malley",https://m.media-amazon.com/images/M/MV5BMTQwNDExMzIyOV5BMl5BanBnXkFtZTcwOTI3ODkyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '27/100'}]"
3028,Drama Romance,,musical,"Opens with Bleek as a child learning to play the trumpet, his friends want him to come out and play but mother insists he finish his lessons. Bleek grows into adulthood and forms his own band - The Bleek Gilliam Quartet. The story of Bleek's and Shadow's friendly rivalry on stage which spills into their professional relationship and threatens to tear apart the quartet.",1990,Mo' Better Blues,Spike Lee,Spike Lee,"Denzel Washington, Spike Lee, Wesley Snipes, Giancarlo Esposito",https://m.media-amazon.com/images/M/MV5BYmMwY2ZhZjctZTg1Ny00NjNjLThkOTQtZGY2NzA1ODBjMzA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '61/100'}]"
